ID;Fecha_ Pedido;Cod_Tienda;id_producto;Qtde;Precio_Unitario
AX4840;28-09-2023;A5200100;1008;47;119,3
AX2375;11-08-2023;A1500108;1002;51;320,19
AX5174;21-11-2023;A1500107;1006;104;159
AX4781;18-09-2023;A1500107;1001;144;160,99
AX5077;06-11-2023;A1500107;1001;88;160,99
AX3039;24-11-2023;A1500111;1008;38;119,3
AX114;11-01-2023;A1500109;1007;8;630,99
AX4897;08-10-2023;A1500107;1002;38;320,19
AX3050;26-11-2023;A1500109;1007;23;630,99
AX1358;28-04-2023;A1500108;1003;63;499,19
AX613;22-02-2023;A1500109;1002;22;320,19
AX932;23-03-2023;A1500111;1002;25;320,19
AX906;19-03-2023;A1500111;1008;23;119,3
AX3581;27-02-2023;A3100104;1008;48;119,3
AX1619;19-05-2023;A1500108;1002;34;320,19
AX3340;21-01-2023;A1500107;1002;84;320,19
AX2256;22-07-2023;A1500108;1002;46;320,19
AX1363;28-04-2023;A1500111;1008;52;119,3
AX3348;22-01-2023;A1500107;1008;80;119,3
AX145;15-01-2023;A1500111;1002;36;320,19
AX2236;18-07-2023;A1500111;1008;29;119,3
AX4799;23-09-2023;A3100104;1007;29;630,99
AX1608;18-05-2023;A1500111;1002;40;320,19
AX2855;26-10-2023;A1500109;1008;18;119,3
AX1821;04-06-2023;A1500111;1008;27;119,3
AX1379;30-04-2023;A1500108;1001;49;160,99
AX1265;21-04-2023;A1500111;1008;44;119,3
AX3044;24-11-2023;A1500111;1002;42;320,19
AX945;23-03-2023;A1500108;1002;33;320,19
AX2945;12-11-2023;A1500111;1002;25;320,19
AX3320;16-01-2023;A3100104;1007;50;630,99
AX5297;11-12-2023;A3100104;1001;30;160,99
AX2598;18-09-2023;A1500108;1001;45;160,99
AX716;05-03-2023;A1500111;1008;33;119,3
AX2779;15-10-2023;A1500108;1008;25;119,3
AX3032;23-11-2023;A1500111;1005;41;999
AX2306;30-07-2023;A1500111;1008;35;119,3
AX4007;11-05-2023;A3100104;1006;30;159
AX5101;08-11-2023;A3100104;1005;23;999
AX4538;08-08-2023;A3100104;1007;21;630,99
AX2566;12-09-2023;A1500109;1007;10;630,99
AX1172;13-04-2023;A1500111;1007;23;630,99
AX4493;02-08-2023;A5200100;1006;39;159
AX2253;21-07-2023;A1500111;1008;51;119,3
AX3389;28-01-2023;A5200100;1004;39;210
AX1146;10-04-2023;A1500109;1002;38;320,19
AX5378;27-12-2023;A5200100;1003;15;499,19
AX4252;24-06-2023;A3100104;1008;51;119,3
AX1474;07-05-2023;A1500111;1007;21;630,99
AX5265;06-12-2023;A1500107;1004;102;210
AX960;25-03-2023;A1500108;1002;20;320,19
AX1634;20-05-2023;A1500111;1001;48;160,99
AX1417;02-05-2023;A1500109;1002;23;320,19
AX4899;08-10-2023;A1500107;1005;64;999
AX328;30-01-2023;A1500109;1007;9;630,99
AX1003;30-03-2023;A1500111;1002;25;320,19
AX4452;26-07-2023;A5200100;1004;35;210
AX3795;04-04-2023;A1500107;1005;120;999
AX862;17-03-2023;A1500108;1004;150;210
AX5322;16-12-2023;A5200100;1001;46;160,99
AX1683;25-05-2023;A1500111;1008;24;119,3
AX5286;10-12-2023;A3100104;1003;20;499,19
AX2715;06-10-2023;A1500111;1002;33;320,19
AX1594;16-05-2023;A1500111;1005;76;999
AX2018;20-06-2023;A1500111;1002;39;320,19
AX5347;20-12-2023;A1500107;1004;108;210
AX1528;12-05-2023;A1500109;1007;9;630,99
AX4404;18-07-2023;A5200100;1005;40;999
AX3866;15-04-2023;A5200050;1006;51;159
AX4727;09-09-2023;A3100104;1004;39;210
AX1938;15-06-2023;A1500109;1002;23;320,19
AX5122;12-11-2023;A1500107;1003;50;499,19
AX4337;08-07-2023;A3100104;1005;48;999
AX4151;06-06-2023;A1500107;1008;68;119,3
AX4597;17-08-2023;A3100104;1006;35;159
AX2963;14-11-2023;A1500111;1001;94;160,99
AX421;06-02-2023;A1500108;1008;22;119,3
AX590;20-02-2023;A1500111;1001;74;160,99
AX4133;03-06-2023;A3100104;1004;46;210
AX467;10-02-2023;A1500109;1002;22;320,19
AX1033;01-04-2023;A1500108;1003;102;499,19
AX5400;31-12-2023;A1500107;1006;60;159
AX4410;18-07-2023;A5200100;1006;49;159
AX1738;28-05-2023;A1500111;1008;52;119,3
AX1861;06-06-2023;A1500109;1007;13;630,99
AX2647;25-09-2023;A1500109;1007;18;630,99
AX3477;11-02-2023;A1500107;1006;132;159
AX3227;25-12-2023;A1500111;1004;90;210
AX492;12-02-2023;A1500111;1007;23;630,99
AX5177;21-11-2023;A1500107;1004;52;210
AX1864;08-06-2023;A1500111;1002;29;320,19
AX3406;30-01-2023;A5200100;1001;37;160,99
AX1613;18-05-2023;A1500108;1002;20;320,19
AX2185;09-07-2023;A1500111;1007;38;630,99
AX5109;09-11-2023;A3100104;1008;30;119,3
AX2511;03-09-2023;A1500109;1002;22;320,19
AX2554;10-09-2023;A1500108;1007;50;630,99
AX2278;25-07-2023;A1500111;1008;43;119,3
AX3616;05-03-2023;A1500107;1006;200;159
AX1753;30-05-2023;A1500108;1007;32;630,99
AX3725;23-03-2023;A5200100;1003;41;499,19
AX4973;19-10-2023;A5200050;1006;27;159
AX2493;01-09-2023;A1500108;1007;50;630,99
AX4365;12-07-2023;A3100104;1005;35;999
AX1568;15-05-2023;A1500109;1002;17;320,19
AX2839;24-10-2023;A1500109;1002;24;320,19
AX2997;19-11-2023;A1500108;1005;50;999
AX617;24-02-2023;A1500109;1001;45;160,99
AX3768;30-03-2023;A5200050;1004;32;210
AX2425;19-08-2023;A1500111;1001;51;160,99
AX4937;15-10-2023;A3100104;1006;51;159
AX1018;31-03-2023;A1500111;1004;86;210
AX1028;01-04-2023;A1500111;1001;42;160,99
AX3513;18-02-2023;A1500107;1007;54;630,99
AX1277;22-04-2023;A1500108;1008;23;119,3
AX900;19-03-2023;A1500111;1008;38;119,3
AX2840;24-10-2023;A1500109;1002;39;320,19
AX3367;24-01-2023;A1500107;1003;196;499,19
AX2826;23-10-2023;A1500111;1001;49;160,99
AX4336;06-07-2023;A3100104;1003;51;499,19
AX1223;17-04-2023;A1500109;1002;26;320,19
AX2182;08-07-2023;A1500111;1002;46;320,19
AX3455;05-02-2023;A3100104;1007;22;630,99
AX712;05-03-2023;A1500111;1008;42;119,3
AX2385;13-08-2023;A1500111;1002;41;320,19
AX2317;03-08-2023;A1500108;1004;153;210
AX2592;17-09-2023;A1500111;1001;49;160,99
AX4046;17-05-2023;A5200100;1002;52;320,19
AX3240;28-12-2023;A1500111;1005;98;999
AX2968;16-11-2023;A1500109;1002;20;320,19
AX3896;22-04-2023;A3100104;1005;47;999
AX1747;29-05-2023;A1500111;1008;34;119,3
AX2661;28-09-2023;A1500108;1001;45;160,99
AX5352;21-12-2023;A1500107;1008;108;119,3
AX3242;29-12-2023;A1500109;1007;12;630,99
AX3995;10-05-2023;A3100104;1006;37;159
AX2576;15-09-2023;A1500111;1008;51;119,3
AX3806;05-04-2023;A3100104;1002;42;320,19
AX1109;07-04-2023;A1500109;1007;16;630,99
AX3254;31-12-2023;A1500111;1007;20;630,99
AX1868;08-06-2023;A1500111;1008;25;119,3
AX2457;26-08-2023;A1500111;1002;28;320,19
AX3842;11-04-2023;A5200100;1004;51;210
AX895;19-03-2023;A1500111;1008;47;119,3
AX2343;06-08-2023;A1500108;1007;27;630,99
AX3596;01-03-2023;A3100104;1007;51;630,99
AX3996;10-05-2023;A5200100;1008;50;119,3
AX529;15-02-2023;A1500111;1002;46;320,19
AX674;02-03-2023;A1500111;1008;52;119,3
AX2837;24-10-2023;A1500111;1002;21;320,19
AX334;30-01-2023;A1500109;1002;20;320,19
AX4282;29-06-2023;A3100104;1003;45;499,19
AX4874;03-10-2023;A5200100;1003;52;499,19
AX5224;30-11-2023;A3100104;1006;48;159
AX2377;12-08-2023;A1500108;1008;49;119,3
AX5070;05-11-2023;A3100104;1004;51;210
AX745;07-03-2023;A1500108;1004;144;210
AX888;19-03-2023;A1500109;1005;47;999
AX3644;09-03-2023;A3100104;1003;38;499,19
AX4553;10-08-2023;A5200050;1006;52;159
AX2244;20-07-2023;A1500109;1001;52;160,99
AX2391;14-08-2023;A1500108;1002;25;320,19
AX4486;01-08-2023;A1500107;1004;184;210
AX5369;25-12-2023;A1500107;1008;108;119,3
AX2597;18-09-2023;A1500108;1005;39;999
AX199;20-01-2023;A1500109;1007;21;630,99
AX1655;22-05-2023;A1500111;1007;52;630,99
AX2525;05-09-2023;A1500108;1008;34;119,3
AX2739;09-10-2023;A1500108;1001;60;160,99
AX3539;22-02-2023;A3100104;1003;40;499,19
AX2176;07-07-2023;A1500111;1004;88;210
AX4609;20-08-2023;A3100104;1006;44;159
AX4008;13-05-2023;A5200100;1002;20;320,19
AX4017;14-05-2023;A1500107;1001;86;160,99
AX1485;08-05-2023;A1500111;1004;102;210
AX3728;23-03-2023;A1500107;1001;88;160,99
AX4195;13-06-2023;A5200100;1002;45;320,19
AX568;19-02-2023;A1500110;1002;46;320,19
AX3494;13-02-2023;A3100104;1002;41;320,19
AX1577;15-05-2023;A1500111;1008;27;119,3
AX3990;09-05-2023;A1500107;1004;70;210
AX1148;10-04-2023;A1500109;1007;8;630,99
AX3405;30-01-2023;A5200100;1001;29;160,99
AX1496;09-05-2023;A1500111;1002;27;320,19
AX738;07-03-2023;A1500111;1007;38;630,99
AX3294;12-01-2023;A1500107;1008;84;119,3
AX3924;26-04-2023;A1500107;1003;68;499,19
AX648;26-02-2023;A1500108;1007;25;630,99
AX2769;14-10-2023;A1500111;1002;21;320,19
AX1453;06-05-2023;A1500111;1007;49;630,99
AX1521;11-05-2023;A1500111;1008;27;119,3
AX3621;06-03-2023;A3100104;1003;46;499,19
AX2007;20-06-2023;A1500111;1002;20;320,19
AX3760;29-03-2023;A1500107;1004;30;210
AX2513;03-09-2023;A1500109;1002;24;320,19
AX2877;30-10-2023;A1500108;1002;41;320,19
AX5343;20-12-2023;A5200050;1008;22;119,3
AX1308;24-04-2023;A1500111;1007;25;630,99
AX4649;27-08-2023;A1500107;1005;102;999
AX4796;21-09-2023;A3100104;1002;22;320,19
AX234;23-01-2023;A1500109;1002;19;320,19
AX4809;24-09-2023;A5200050;1008;17;119,3
AX4859;02-10-2023;A5200100;1002;37;320,19
AX08;01-01-2023;A1500111;1002;52;320,19
AX3458;06-02-2023;A5200050;1004;35;210
AX2213;16-07-2023;A1500111;1005;50;999
AX1387;30-04-2023;A1500109;1002;21;320,19
AX2537;08-09-2023;A1500111;1003;78;499,19
AX4500;03-08-2023;A3100104;1003;44;499,19
AX3380;26-01-2023;A5200050;1002;51;320,19
AX4066;21-05-2023;A1500107;1004;29;210
AX3537;21-02-2023;A3100104;1003;16;499,19
AX5118;11-11-2023;A5200100;1008;39;119,3
AX1026;01-04-2023;A1500111;1001;102;160,99
AX4990;22-10-2023;A3100104;1002;16;320,19
AX2195;11-07-2023;A1500111;1001;49;160,99
AX5395;30-12-2023;A1500107;1006;42;159
AX2490;01-09-2023;A1500108;1007;22;630,99
AX5321;16-12-2023;A3100104;1005;50;999
AX471;10-02-2023;A1500108;1008;25;119,3
AX2394;15-08-2023;A1500109;1002;25;320,19
AX2548;09-09-2023;A1500108;1002;39;320,19
AX5134;14-11-2023;A5200050;1003;31;499,19
AX5232;02-12-2023;A3100104;1006;32;159
AX3599;01-03-2023;A1500107;1005;44;999
AX1523;12-05-2023;A1500111;1002;88;320,19
AX480;11-02-2023;A1500109;1007;22;630,99
AX610;22-02-2023;A1500111;1008;33;119,3
AX5344;20-12-2023;A1500107;1003;92;499,19
AX3400;29-01-2023;A1500107;1008;60;119,3
AX2002;20-06-2023;A1500109;1007;45;630,99
AX2205;14-07-2023;A1500111;1008;22;119,3
AX4443;25-07-2023;A1500107;1001;50;160,99
AX3659;11-03-2023;A5200100;1002;26;320,19
AX5186;23-11-2023;A3100104;1001;41;160,99
AX4447;25-07-2023;A5200100;1002;43;320,19
AX365;01-02-2023;A1500109;1007;16;630,99
AX5351;21-12-2023;A3100104;1007;41;630,99
AX4849;30-09-2023;A3100104;1007;22;630,99
AX743;07-03-2023;A1500108;1003;90;499,19
AX4175;10-06-2023;A1500107;1008;66;119,3
AX608;22-02-2023;A1500109;1005;52;999
AX1777;01-06-2023;A1500111;1004;102;210
AX3038;24-11-2023;A1500108;1005;42;999
AX2674;29-09-2023;A1500108;1002;30;320,19
AX729;06-03-2023;A1500111;1008;34;119,3
AX3951;02-05-2023;A5200100;1007;31;630,99
AX2003;20-06-2023;A1500109;1007;11;630,99
AX4600;19-08-2023;A5200100;1003;43;499,19
AX5027;28-10-2023;A1500107;1003;76;499,19
AX4506;03-08-2023;A3100104;1005;51;999
AX1247;18-04-2023;A1500109;1002;35;320,19
AX5379;27-12-2023;A1500107;1002;208;320,19
AX2589;17-09-2023;A1500108;1008;50;119,3
AX5166;19-11-2023;A3100104;1002;45;320,19
AX1715;27-05-2023;A1500108;1008;44;119,3
AX2325;04-08-2023;A1500111;1008;27;119,3
AX1090;06-04-2023;A1500108;1002;37;320,19
AX5075;05-11-2023;A5200100;1005;51;999
AX5045;30-10-2023;A5200100;1002;49;320,19
AX1633;20-05-2023;A1500111;1007;17;630,99
AX468;10-02-2023;A1500108;1005;47;999
AX5388;28-12-2023;A3100104;1004;26;210
AX702;03-03-2023;A1500111;1002;66;320,19
AX4880;04-10-2023;A1500107;1002;62;320,19
AX3874;17-04-2023;A3100104;1004;48;210
AX499;12-02-2023;A1500109;1007;17;630,99
AX3971;06-05-2023;A5200100;1005;32;999
AX3289;11-01-2023;A1500107;1007;144;630,99
AX4300;02-07-2023;A5200050;1001;38;160,99
AX2415;18-08-2023;A1500111;1008;33;119,3
AX4554;12-08-2023;A1500107;1007;196;630,99
AX3849;12-04-2023;A3100104;1006;22;159
AX2198;13-07-2023;A1500111;1008;30;119,3
AX1479;07-05-2023;A1500109;1002;25;320,19
AX2140;01-07-2023;A1500111;1002;41;320,19
AX2516;04-09-2023;A1500111;1005;50;999
AX4909;09-10-2023;A3100104;1006;23;159
AX03;01-01-2023;A1500111;1002;30;320,19
AX791;11-03-2023;A1500108;1008;52;119,3
AX794;11-03-2023;A1500108;1002;35;320,19
AX3658;11-03-2023;A5200100;1001;35;160,99
AX1939;15-06-2023;A1500111;1008;32;119,3
AX4631;23-08-2023;A5200100;1007;52;630,99
AX1103;07-04-2023;A1500108;1008;41;119,3
AX835;14-03-2023;A1500109;1007;33;630,99
AX747;07-03-2023;A1500111;1002;31;320,19
AX1785;02-06-2023;A1500108;1004;105;210
AX3778;02-04-2023;A3100104;1007;38;630,99
AX851;16-03-2023;A1500111;1001;100;160,99
AX1153;10-04-2023;A1500111;1008;51;119,3
AX4031;16-05-2023;A5200100;1006;50;159
AX3714;22-03-2023;A1500107;1002;86;320,19
AX40;06-01-2023;A1500109;1004;102;210
AX4765;17-09-2023;A3100104;1006;38;159
AX1621;19-05-2023;A1500111;1008;40;119,3
AX71;08-01-2023;A1500108;1002;48;320,19
AX1796;03-06-2023;A1500111;1005;49;999
AX811;13-03-2023;A1500108;1005;52;999
AX1563;14-05-2023;A1500111;1002;31;320,19
AX5376;27-12-2023;A1500107;1002;62;320,19
AX4214;17-06-2023;A1500107;1003;32;499,19
AX1378;30-04-2023;A1500111;1008;50;119,3
AX4894;07-10-2023;A5200050;1006;34;159
AX1086;06-04-2023;A1500111;1003;92;499,19
AX376;03-02-2023;A1500108;1002;45;320,19
AX3965;06-05-2023;A5200100;1007;46;630,99
AX1397;01-05-2023;A1500108;1002;22;320,19
AX675;02-03-2023;A1500111;1001;58;160,99
AX4006;11-05-2023;A1500107;1002;140;320,19
AX2782;16-10-2023;A1500111;1007;40;630,99
AX385;04-02-2023;A1500111;1002;44;320,19
AX4697;04-09-2023;A1500107;1003;100;499,19
AX3694;19-03-2023;A1500107;1007;94;630,99
AX2853;26-10-2023;A1500109;1007;15;630,99
AX3807;05-04-2023;A1500107;1001;92;160,99
AX546;18-02-2023;A1500108;1002;51;320,19
AX3751;28-03-2023;A5200100;1007;49;630,99
AX4340;08-07-2023;A3100104;1001;46;160,99
AX3318;16-01-2023;A1500107;1001;44;160,99
AX2248;20-07-2023;A1500108;1002;52;320,19
AX4736;11-09-2023;A1500107;1001;34;160,99
AX3121;09-12-2023;A1500108;1008;50;119,3
AX3938;30-04-2023;A3100104;1006;49;159
AX2865;28-10-2023;A1500111;1002;88;320,19
AX2242;20-07-2023;A1500111;1007;23;630,99
AX2593;17-09-2023;A1500111;1005;46;999
AX449;08-02-2023;A1500108;1004;117;210
AX3351;22-01-2023;A3100104;1001;23;160,99
AX4001;11-05-2023;A5200100;1008;48;119,3
AX3277;09-01-2023;A5200100;1007;35;630,99
AX1301;23-04-2023;A1500108;1005;75;999
AX4370;13-07-2023;A3100104;1004;38;210
AX1368;29-04-2023;A1500108;1005;49;999
AX2356;07-08-2023;A1500108;1005;52;999
AX103;11-01-2023;A1500111;1005;88;999
AX1039;01-04-2023;A1500109;1007;21;630,99
AX5198;26-11-2023;A5200100;1004;23;210
AX639;25-02-2023;A1500111;1002;52;320,19
AX5204;27-11-2023;A5200100;1006;35;159
AX2540;08-09-2023;A1500111;1002;30;320,19
AX4065;21-05-2023;A5200100;1007;46;630,99
AX5242;03-12-2023;A3100104;1003;52;499,19
AX5391;30-12-2023;A3100104;1003;33;499,19
AX1016;30-03-2023;A1500111;1008;32;119,3
AX4579;15-08-2023;A1500107;1002;92;320,19
AX2232;18-07-2023;A1500111;1002;51;320,19
AX4866;02-10-2023;A3100104;1001;49;160,99
AX1422;04-05-2023;A1500108;1008;93;119,3
AX3789;03-04-2023;A5200050;1006;51;159
AX1087;06-04-2023;A1500108;1002;40;320,19
AX733;06-03-2023;A1500108;1007;28;630,99
AX3011;20-11-2023;A1500109;1007;9;630,99
AX3642;08-03-2023;A5200050;1008;50;119,3
AX2008;20-06-2023;A1500108;1002;32;320,19
AX3931;29-04-2023;A1500107;1006;100;159
AX3844;11-04-2023;A1500107;1001;102;160,99
AX4109;30-05-2023;A1500107;1003;80;499,19
AX2469;27-08-2023;A1500108;1004;126;210
AX5042;30-10-2023;A3100104;1006;46;159
AX3846;12-04-2023;A3100104;1008;26;119,3
AX4711;06-09-2023;A3100104;1003;52;499,19
AX3750;28-03-2023;A1500107;1003;64;499,19
AX3630;07-03-2023;A5200100;1005;29;999
AX4095;27-05-2023;A1500107;1006;72;159
AX2653;26-09-2023;A1500108;1005;48;999
AX4200;14-06-2023;A3100104;1006;41;159
AX2304;30-07-2023;A1500108;1001;150;160,99
AX2376;11-08-2023;A1500108;1004;114;210
AX366;01-02-2023;A1500108;1007;36;630,99
AX5406;31-12-2023;A1500107;1008;100;119,3
AX1927;13-06-2023;A1500111;1002;44;320,19
AX4979;21-10-2023;A1500107;1006;98;159
AX3424;31-01-2023;A3100104;1004;48;210
AX4386;16-07-2023;A5200100;1002;21;320,19
AX3688;18-03-2023;A5200100;1001;42;160,99
AX2390;14-08-2023;A1500111;1008;40;119,3
AX1767;30-05-2023;A1500111;1002;50;320,19
AX3912;24-04-2023;A5200100;1006;46;159
AX3111;08-12-2023;A1500111;1002;29;320,19
AX2451;25-08-2023;A1500111;1005;78;999
AX1273;21-04-2023;A1500109;1007;26;630,99
AX1529;12-05-2023;A1500111;1002;54;320,19
AX1078;04-04-2023;A1500108;1004;141;210
AX2802;19-10-2023;A1500111;1002;41;320,19
AX3670;14-03-2023;A1500107;1007;160;630,99
AX4440;24-07-2023;A3100104;1005;48;999
AX2811;20-10-2023;A1500111;1002;38;320,19
AX3075;02-12-2023;A1500111;1008;48;119,3
AX3481;11-02-2023;A1500107;1007;66;630,99
AX3873;17-04-2023;A1500107;1007;68;630,99
AX5202;26-11-2023;A3100104;1005;47;999
AX2229;17-07-2023;A1500108;1008;35;119,3
AX2897;04-11-2023;A1500111;1007;32;630,99
AX3797;05-04-2023;A3100104;1008;47;119,3
AX2947;12-11-2023;A1500109;1008;47;119,3
AX3451;05-02-2023;A1500107;1006;62;159
AX4308;03-07-2023;A5200100;1008;50;119,3
AX4219;17-06-2023;A5200100;1003;48;499,19
AX1873;08-06-2023;A1500108;1002;25;320,19
AX4800;23-09-2023;A1500107;1005;84;999
AX1550;13-05-2023;A1500111;1007;21;630,99
AX2023;22-06-2023;A1500111;1008;49;119,3
AX4721;09-09-2023;A3100104;1006;44;159
AX2155;02-07-2023;A1500111;1007;34;630,99
AX4215;17-06-2023;A1500107;1002;100;320,19
AX1213;16-04-2023;A1500111;1008;51;119,3
AX1553;14-05-2023;A1500108;1005;111;999
AX877;18-03-2023;A1500111;1008;31;119,3
AX2194;11-07-2023;A1500109;1007;10;630,99
AX4484;01-08-2023;A1500107;1008;116;119,3
AX509;13-02-2023;A1500108;1001;111;160,99
AX1520;11-05-2023;A1500111;1008;30;119,3
AX2270;23-07-2023;A1500108;1007;22;630,99
AX1293;23-04-2023;A1500108;1002;29;320,19
AX4941;15-10-2023;A1500107;1005;52;999
AX349;31-01-2023;A1500111;1005;64;999
AX4148;05-06-2023;A1500107;1003;64;499,19
AX2009;20-06-2023;A1500111;1007;18;630,99
AX5293;11-12-2023;A3100104;1002;45;320,19
AX3582;28-02-2023;A3100104;1001;35;160,99
AX2636;24-09-2023;A1500108;1007;36;630,99
AX2531;07-09-2023;A1500108;1003;90;499,19
AX5292;11-12-2023;A1500107;1007;148;630,99
AX4821;26-09-2023;A5200050;1003;45;499,19
AX2453;25-08-2023;A1500108;1008;40;119,3
AX4775;18-09-2023;A1500107;1008;204;119,3
AX130;14-01-2023;A1500108;1008;44;119,3
AX4157;07-06-2023;A3100104;1007;41;630,99
AX1714;27-05-2023;A1500111;1007;18;630,99
AX2641;24-09-2023;A1500108;1001;129;160,99
AX2175;07-07-2023;A1500111;1007;49;630,99
AX4562;13-08-2023;A1500107;1006;76;159
AX4774;18-09-2023;A5200100;1002;52;320,19
AX92;10-01-2023;A1500108;1008;46;119,3
AX4610;20-08-2023;A3100104;1003;35;499,19
AX1193;14-04-2023;A1500108;1002;43;320,19
AX802;12-03-2023;A1500111;1002;36;320,19
AX4245;22-06-2023;A1500107;1008;136;119,3
AX4878;04-10-2023;A1500107;1001;70;160,99
AX3059;27-11-2023;A1500111;1001;58;160,99
AX5110;09-11-2023;A5200100;1006;33;159
AX2771;14-10-2023;A1500109;1002;35;320,19
AX4691;03-09-2023;A5200100;1001;30;160,99
AX4594;17-08-2023;A5200100;1007;47;630,99
AX2135;30-06-2023;A1500109;1007;17;630,99
AX1011;30-03-2023;A1500108;1005;75;999
AX477;11-02-2023;A1500108;1001;60;160,99
AX4417;19-07-2023;A1500107;1006;76;159
AX4709;06-09-2023;A3100104;1008;51;119,3
AX2259;22-07-2023;A1500111;1008;39;119,3
AX2816;21-10-2023;A1500108;1004;99;210
AX2109;29-06-2023;A1500111;1005;58;999
AX669;28-02-2023;A1500111;1008;30;119,3
AX926;21-03-2023;A1500111;1007;37;630,99
AX291;28-01-2023;A1500108;1007;32;630,99
AX1112;07-04-2023;A1500111;1002;45;320,19
AX3793;04-04-2023;A3100104;1006;43;159
AX3654;11-03-2023;A1500107;1001;96;160,99
AX1603;18-05-2023;A1500111;1002;26;320,19
AX2031;22-06-2023;A1500111;1008;33;119,3
AX3200;19-12-2023;A1500109;1007;39;630,99
AX2053;24-06-2023;A1500108;1001;66;160,99
AX685;02-03-2023;A1500111;1007;39;630,99
AX3486;12-02-2023;A1500107;1003;54;499,19
AX2066;25-06-2023;A1500108;1002;38;320,19
AX3756;28-03-2023;A1500107;1001;124;160,99
AX760;09-03-2023;A1500109;1007;15;630,99
AX3280;09-01-2023;A1500107;1001;86;160,99
AX44;07-01-2023;A1500109;1002;25;320,19
AX4764;17-09-2023;A1500107;1005;44;999
AX1063;03-04-2023;A1500109;1007;22;630,99
AX3160;14-12-2023;A1500111;1007;21;630,99
AX2268;23-07-2023;A1500109;1007;15;630,99
AX4940;15-10-2023;A3100104;1003;32;499,19
AX1121;08-04-2023;A1500111;1008;31;119,3
AX3055;27-11-2023;A1500108;1007;35;630,99
AX3489;13-02-2023;A3100104;1007;48;630,99
AX570;19-02-2023;A1500109;1007;12;630,99
AX1260;20-04-2023;A1500111;1002;44;320,19
AX2923;07-11-2023;A1500109;1007;24;630,99
AX1032;01-04-2023;A1500109;1007;17;630,99
AX609;22-02-2023;A1500111;1002;35;320,19
AX2880;30-10-2023;A1500109;1002;25;320,19
AX5409;31-12-2023;A5200050;1002;41;320,19
AX542;17-02-2023;A1500109;1007;15;630,99
AX5300;11-12-2023;A5200100;1008;45;119,3
AX762;09-03-2023;A1500111;1008;41;119,3
AX676;02-03-2023;A1500108;1008;32;119,3
AX3506;16-02-2023;A3100104;1006;49;159
AX1500;09-05-2023;A1500108;1008;45;119,3
AX1880;09-06-2023;A1500111;1007;21;630,99
AX2678;30-09-2023;A1500108;1005;72;999
AX3156;14-12-2023;A1500109;1007;16;630,99
AX2104;27-06-2023;A1500108;1008;138;119,3
AX2363;08-08-2023;A1500111;1008;42;119,3
AX3255;31-12-2023;A1500108;1007;29;630,99
AX102;11-01-2023;A1500108;1002;35;320,19
AX5310;13-12-2023;A3100104;1004;29;210
AX5142;15-11-2023;A5200100;1008;30;119,3
AX258;25-01-2023;A1500111;1002;30;320,19
AX221;22-01-2023;A1500108;1007;15;630,99
AX4858;02-10-2023;A1500107;1007;88;630,99
AX4599;19-08-2023;A5200100;1006;38;159
AX663;28-02-2023;A1500108;1008;35;119,3
AX4879;04-10-2023;A5200050;1003;31;499,19
AX3096;04-12-2023;A1500111;1002;46;320,19
AX5250;04-12-2023;A1500107;1007;96;630,99
AX474;10-02-2023;A1500109;1007;12;630,99
AX2136;30-06-2023;A1500111;1002;38;320,19
AX3706;21-03-2023;A5200100;1005;51;999
AX1774;01-06-2023;A1500111;1002;46;320,19
AX2794;19-10-2023;A1500109;1007;20;630,99
AX736;07-03-2023;A1500108;1002;30;320,19
AX667;28-02-2023;A1500109;1007;26;630,99
AX4496;03-08-2023;A5200100;1001;51;160,99
AX3078;02-12-2023;A1500111;1007;38;630,99
AX935;23-03-2023;A1500111;1008;39;119,3
AX2681;30-09-2023;A1500108;1005;93;999
AX4284;29-06-2023;A5200100;1002;37;320,19
AX3800;05-04-2023;A1500107;1007;80;630,99
AX3620;06-03-2023;A1500107;1003;200;499,19
AX111;11-01-2023;A1500108;1003;123;499,19
AX3690;18-03-2023;A5200050;1005;17;999
AX4587;16-08-2023;A1500107;1005;100;999
AX4351;10-07-2023;A5200100;1006;35;159
AX3300;14-01-2023;A1500107;1002;74;320,19
AX4338;08-07-2023;A1500107;1004;104;210
AX1848;05-06-2023;A1500111;1008;47;119,3
AX4172;10-06-2023;A1500107;1002;70;320,19
AX5252;04-12-2023;A3100104;1008;46;119,3
AX557;18-02-2023;A1500111;1007;27;630,99
AX4812;24-09-2023;A3100104;1007;38;630,99
AX4099;28-05-2023;A1500107;1008;56;119,3
AX737;07-03-2023;A1500111;1007;28;630,99
AX2114;29-06-2023;A1500108;1002;37;320,19
AX2668;29-09-2023;A1500109;1002;26;320,19
AX2580;16-09-2023;A1500111;1008;51;119,3
AX788;11-03-2023;A1500111;1002;37;320,19
AX3005;19-11-2023;A1500108;1002;45;320,19
AX4520;06-08-2023;A1500107;1004;80;210
AX993;28-03-2023;A1500109;1007;15;630,99
AX979;27-03-2023;A1500111;1008;51;119,3
AX3390;28-01-2023;A5200100;1001;16;160,99
AX337;30-01-2023;A1500111;1007;29;630,99
AX3123;09-12-2023;A1500111;1007;42;630,99
AX5319;14-12-2023;A3100104;1008;42;119,3
AX2446;24-08-2023;A1500108;1004;153;210
AX4009;13-05-2023;A1500107;1002;72;320,19
AX5184;22-11-2023;A5200100;1002;22;320,19
